ID	congr	freq	TFrq	FlFrq	RT	amplFfull_norm	amplTfull_norm	amplFpost_norm	amplTpost_norm	amplFpre_norm	amplTpre_norm	alpha_abs	alpha	cond	theta_norm
4	0	0	7	10	742.188	-0.904464	-2.04532	-1.81973	-1.18223	0.724589	-1.99171	0.5	10.5	3	0.603175
4	1	0	7	10	583.984	-0.32344	-1.94312	-1.01057	-0.712803	-0.896947	-1.81973	0.5	10.5	3	-1.54076
4	1	0	7	10	550.781	-0.228772	-1.05639	-2.45541	0.134256	-0.874868	-0.0127978	0.5	10.5	3	-0.00914102
4	1	0	7	10	541.992	-0.984547	-0.672828	0.291336	-1.37286	-0.160411	-1.58618	0.5	10.5	3	-0.385482
4	1	0	7	10	492.188	0.137981	-0.459426	1.06596	-0.183003	0.0604024	-1.94312	0.5	10.5	3	-0.984547
4	1	0	7	10	591.797	-0.126818	-1.1707	1.26982	-1.563	-1.04696	2.34291	0.5	10.5	3	-0.372859
4	1	0	7	10	575.195	-1.563	-3.15131	-1.563	-0.482067	1.99171	-3.15131	0.5	10.5	3	0.402498
4	1	0	7	10	517.578	-0.678424	-0.927515	0.66727	-1.7843	-0.577744	3.15131	0.5	10.5	3	-0.0750951
4	0	0	7	10	684.57	-0.706973	-0.331566	0.48665	1.05639	-0.295316	0.64	0.5	10.5	3	-1.14828
4	0	0	7	10	633.789	-0.943324	-2.80382	-1.5194	0.468429	-2.25083	-2.17283	0.5	10.5	3	-0.943324
4	1	0	7	10	549.805	-0.0347489	-2.34291	-0.514562	-0.0494003	-0.754837	-1.11612	0.5	10.5	3	-0.190574
4	1	0	7	10	558.594	0.792749	-0.993106	0.853455	-0.171685	0.587835	-0.347945	0.5	10.5	3	1.563
4	1	1	10	15	534.18	0.943324	-0.754837	-0.307311	1.07568	1.89868	-0.935374	0.5	10.5	2	-0.468429
4	0	1	10	15	483.398	1.99171	0.356202	0.123104	0.661747	-0.32344	0.115687	0.5	10.5	2	-0.446051
4	1	1	10	15	450.195	1.18223	0.678424	-0.327498	-0.126818	0.432823	0.912062	0.5	10.5	2	0.152918
4	1	1	10	15	500	-0.00914102	0.882151	-1.49883	1.28346	2.10514	1.03767	0.5	10.5	2	0.629324
4	0	1	10	15	433.594	0.608346	0.477503	0.860522	0.52403	0.194367	1.1707	0.5	10.5	2	0.495875
4	1	1	10	15	500.977	0.736551	-0.21342	0.706973	-0.52403	0.221083	-0.271567	0.5	10.5	2	-0.201971
4	0	1	10	15	484.375	-0.689726	0.327498	-2.04532	-0.299305	-0.319393	1.25648	0.5	10.5	2	0.779903
4	1	1	10	15	442.383	0.217248	0.393963	0.21342	-0.432823	-0.385482	0.656259	0.5	10.5	2	0.543231
4	1	1	10	15	675.781	1.15939	0.450492	0.111983	0.477503	1.81973	-0.411089	0.5	10.5	2	0.882151
4	1	1	10	15	349.609	0.0347489	-0.221083	2.25083	0.0604024	-0.951369	0.171685	0.5	10.5	2	-0.283402
4	0	1	10	15	758.789	1.28346	-0.0164549	-0.152918	-0.137981	0.959511	0.327498	0.5	10.5	2	0.406786
4	0	1	10	15	650.391	1.479	-0.66727	1.32643	-0.0530662	0.149177	-1.38922	0.5	10.5	2	0.533585
4	1	1	10	15	508.789	-0.684056	0.152918	-0.656259	-0.0714192	-0.48665	-0.0530662	0.5	10.5	2	0.356202
4	1	1	10	15	500.977	0.0750951	2.17283	-0.145441	2.25083	0.2559	0.381262	0.5	10.5	2	-0.59292
4	0	1	10	15	692.383	-1.09557	-0.825857	-0.164165	0.244231	-2.17283	0.59292	0.5	10.5	2	0.853455
4	1	1	10	15	549.805	-0.352068	-0.228772	-1.75109	-0.736551	0.108282	0.123104	0.5	10.5	2	-0.661747
4	1	1	10	15	833.008	1.07568	0.0164549	-0.645386	0.441625	-0.437217	1.40606	0.5	10.5	2	-0.307311
4	1	1	10	15	666.992	0.123104	-0.275504	0.967752	-0.839525	1.38922	0.0640729	0.5	10.5	2	0.0237705
4	1	1	10	15	591.797	1.5194	0.846457	-1.14828	0.528797	-0.167923	1.563	0.5	10.5	2	-0.993106
4	1	1	10	15	500	1.10576	-0.347945	2.60017	0.656259	-0.21342	-1.31175	0.5	10.5	2	1.71983
4	0	1	10	15	492.188	-0.356202	1.479	-0.618775	-1.1707	0.343834	-1.14828	0.5	10.5	2	0.0420723
4	1	1	10	15	817.383	-0.786299	0.874868	-0.415406	-2.17283	-1.75109	-0.00182816	0.5	10.5	2	-0.263718
4	0	1	10	15	625.977	-0.48665	-1.00178	-1.2182	-0.123104	-0.66727	-0.377054	0.5	10.5	2	0.896947
4	1	1	10	15	783.203	-0.582776	0.186786	-2.34291	0.500516	0.240356	-0.52403	0.5	10.5	2	-0.331566
4	0	1	10	15	708.984	0.927515	-0.779903	-0.299305	-0.468429	-1.12666	-0.459426	0.5	10.5	2	0.415406
